iter	Passed	Remaining
1661	39571	19952
1662	39595	19928
1663	39620	19905
1664	39644	19881
1665	39673	19860
1666	39697	19836
1667	39719	19812
1668	39741	19787
1669	39763	19762
1670	39785	19737
1671	39807	19713
1672	39828	19688
1673	39850	19663
1674	39873	19639
1675	39895	19614
1676	39917	19589
1677	39943	19567
1678	39970	19544
1679	39994	19521
1680	40019	19497
1681	40043	19474
1682	40067	19450
1683	40090	19426
1684	40112	19401
1685	40134	19376
1686	40156	19352
1687	40178	19327
1688	40204	19304
1689	40226	19280
1690	40248	19255
1691	40272	19231
1692	40294	19207
1693	40316	19182
1694	40338	19157
1695	40360	19133
1696	40383	19108
1697	40416	19089
1698	40438	19064
1699	40461	19040
1700	40484	19016
1701	40505	18991
1702	40527	18966
1703	40549	18942
1704	40571	18917
1705	40597	18894
1706	40620	18870
1707	40643	18846
1708	40667	18822
1709	40701	18803
1710	40736	18785
1711	40761	18761
1712	40782	18736
1713	40804	18711
1714	40825	18686
1715	40844	18660
1716	40863	18634
1717	40883	18609
1718	40903	18584
1719	40922	18557
1720	40941	18531
1721	40960	18505
1722	40983	18481
1723	41002	18455
1724	41021	18429
1725	41040	18403
1726	41060	18378
1727	41081	18353
1728	41103	18329
1729	41124	18303
1730	41145	18278
1731	41168	18254
1732	41190	18230
1733	41211	18205
1734	41231	18179
1735	41249	18153
1736	41268	18127
1737	41287	18101
1738	41307	18076
1739	41331	18052
1740	41352	18028
1741	41374	18003
1742	41396	17978
1743	41417	17953
1744	41440	17929
1745	41462	17905
1746	41487	17881
1747	41510	17858
1748	41536	17835
1749	41560	17811
1750	41584	17787
1751	41607	17763
1752	41629	17739
1753	41651	17714
1754	41672	17689
1755	41693	17665
1756	41716	17641
1757	41739	17616
1758	41764	17593
1759	41784	17568
1760	41806	17543
1761	41827	17519
1762	41849	17494
1763	41873	17470
1764	41894	17446
1765	41918	17422
1766	41941	17398
1767	41963	17373
1768	41985	17349
1769	42013	17327
1770	42033	17302
1771	42054	17277
1772	42078	17253
1773	42100	17229
1774	42122	17205
1775	42143	17180
1776	42167	17156
1777	42196	17134
1778	42219	17111
1779	42242	17086
1780	42265	17062
1781	42289	17039
1782	42311	17014
1783	42333	16990
1784	42356	16966
1785	42378	16941
1786	42399	16916
1787	42420	16892
1788	42443	16868
1789	42466	16844
1790	42489	16820
1791	42510	16795
1792	42533	16771
1793	42559	16748
1794	42584	16725
1795	42608	16701
1796	42634	16678
1797	42657	16654
1798	42680	16630
1799	42704	16607
1800	42726	16582
1801	42748	16558
1802	42771	16534
1803	42792	16509
1804	42812	16484
1805	42835	16460
1806	42858	16436
1807	42881	16412
1808	42900	16386
1809	42920	16361
1810	42939	16336
1811	42960	16311
1812	42981	16287
1813	43004	16262
1814	43024	16238
1815	43047	16213
1816	43069	16189
1817	43089	16164
1818	43107	16138
1819	43127	16113
1820	43149	16089
1821	43170	16064
1822	43190	16039
1823	43210	16014
1824	43229	15989
1825	43248	15963
1826	43267	15938
1827	43288	15913
1828	43311	15889
1829	43334	15865
1830	43359	15842
1831	43383	15818
1832	43408	15795
1833	43433	15772
1834	43459	15749
1835	43482	15725
1836	43505	15701
1837	43528	15677
1838	43551	15653
1839	43575	15630
1840	43602	15607
1841	43630	15585
1842	43659	15564
1843	43684	15540
1844	43706	15516
1845	43730	15492
1846	43754	15469
1847	43775	15444
1848	43797	15420
1849	43818	15395
1850	43842	15372
1851	43863	15347
1852	43884	15322
1853	43906	15298
1854	43927	15273
1855	43949	15249
1856	43970	15225
1857	43992	15200
1858	44014	15176
1859	44036	15152
1860	44060	15128
1861	44081	15104
1862	44103	15079
1863	44124	15055
1864	44158	15035
1865	44198	15017
1866	44226	14994
1867	44247	14970
1868	44269	14946
1869	44290	14921
1870	44312	14897
1871	44336	14873
1872	44357	14849
1873	44379	14824
1874	44404	14801
1875	44426	14777
1876	44450	14753
1877	44476	14730
1878	44502	14707
1879	44528	14684
1880	44555	14662
1881	44579	14638
1882	44610	14617
1883	44634	14593
1884	44656	14569
1885	44677	14545
1886	44702	14521
1887	44725	14497
1888	44749	14474
1889	44771	14449
1890	44790	14424
1891	44809	14399
1892	44828	14374
1893	44847	14349
1894	44866	14324
1895	44884	14298
1896	44902	14273
1897	44921	14248
1898	44940	14222
1899	44963	14198
1900	44985	14174
1901	45006	14150
1902	45025	14125
1903	45047	14101
1904	45067	14076
1905	45087	14051
1906	45106	14026
1907	45129	14002
1908	45150	13978
1909	45172	13953
1910	45191	13928
1911	45211	13903
1912	45232	13879
1913	45252	13854
1914	45277	13831
1915	45299	13807
1916	45320	13783
1917	45345	13759
1918	45366	13735
1919	45387	13710
1920	45412	13687
1921	45439	13665
1922	45465	13642
1923	45496	13620
1924	45519	13596
1925	45543	13573
1926	45566	13549
1927	45592	13526
1928	45615	13502
1929	45640	13479
1930	45663	13455
1931	45688	13432
1932	45713	13409
1933	45740	13386
1934	45761	13361
1935	45782	13337
1936	45804	13313
1937	45826	13289
1938	45847	13264
1939	45871	13241
1940	45891	13216
1941	45912	13192
1942	45939	13169
1943	45961	13145
1944	45982	13121
1945	46004	13096
1946	46026	13072
1947	46049	13048
1948	46070	13024
1949	46091	13000
1950	46113	12976
1951	46138	12952
1952	46160	12928
1953	46185	12905
1954	46207	12881
1955	46230	12857
1956	46253	12833
1957	46274	12809
1958	46296	12785
1959	46319	12761
1960	46340	12737
1961	46364	12713
1962	46385	12689
1963	46420	12668
1964	46446	12645
1965	46467	12621
1966	46491	12597
1967	46515	12574
1968	46538	12550
1969	46566	12527
1970	46587	12503
1971	46610	12479
1972	46633	12456
1973	46655	12431
1974	46678	12408
1975	46700	12384
1976	46722	12360
1977	46750	12337
1978	46771	12313
1979	46792	12288
1980	46818	12265
1981	46839	12241
1982	46860	12217
1983	46883	12193
1984	46903	12168
1985	46922	12144
1986	46942	12119
1987	46962	12094
1988	46983	12070
1989	47003	12046
1990	47026	12022
1991	47047	11998
1992	47068	11973
1993	47091	11949
1994	47116	11926
1995	47141	11903
1996	47159	11878
1997	47178	11853
1998	47198	11829
1999	47216	11804
2000	47239	11780
2001	47264	11757
2002	47286	11733
2003	47307	11708
2004	47329	11684
2005	47350	11660
2006	47373	11636
2007	47395	11612
2008	47419	11589
2009	47441	11565
2010	47465	11541
2011	47488	11518
2012	47512	11494
2013	47536	11470
2014	47561	11447
2015	47591	11425
2016	47614	11402
2017	47637	11378
2018	47657	11353
2019	47678	11329
2020	47701	11305
2021	47722	11281
2022	47743	11257
2023	47769	11234
2024	47791	11210
2025	47812	11186
2026	47834	11162
2027	47855	11138
2028	47877	11114
2029	47907	11091
2030	47939	11070
2031	47967	11047
2032	47993	11024
2033	48023	11002
2034	48048	10979
2035	48069	10954
2036	48092	10931
2037	48117	10907
2038	48140	10884
2039	48164	10860
2040	48185	10836
2041	48207	10812
2042	48228	10788
2043	48249	10764
2044	48270	10739
2045	48294	10716
2046	48316	10692
2047	48338	10668
2048	48362	10644
2049	48390	10622
2050	48413	10598
2051	48434	10574
2052	48455	10550
2053	48477	10526
2054	48500	10502
2055	48523	10478
2056	48548	10455
2057	48573	10432
2058	48598	10408
2059	48622	10385
2060	48647	10362
2061	48671	10338
2062	48696	10315
2063	48725	10292
2064	48745	10268
2065	48764	10243
2066	48783	10219
2067	48804	10195
2068	48824	10170
2069	48843	10146
2070	48862	10121
2071	48883	10097
2072	48901	10072
2073	48920	10048
2074	48940	10024
2075	48960	9999
2076	48980	9975
2077	49001	9951
2078	49019	9926
2079	49040	9902
2080	49060	9878
2081	49083	9854
2082	49112	9831
2083	49133	9807
2084	49157	9784
2085	49182	9761
2086	49214	9739
2087	49244	9716
2088	49512	9741
2089	49607	9731
2090	49697	9720
2091	49725	9697
2092	49749	9674
2093	49791	9654
2094	49817	9630
2095	49837	9606
2096	49859	9581
2097	49883	9558
2098	49905	9534
2099	49927	9509
2100	49948	9485
2101	49970	9461
2102	50001	9439
2103	50023	9414
2104	50044	9390
2105	50066	9366
2106	50091	9343
2107	50115	9319
2108	50136	9295
2109	50159	9271
2110	50180	9246
2111	50205	9223
2112	50229	9199
2113	50253	9175
2114	50279	9152
2115	50303	9128
2116	50328	9105
2117	50353	9081
2118	50378	9058
2119	50406	9035
2120	50429	9011
2121	50452	8987
2122	50475	8963
2123	50498	8939
2124	50523	8915
2125	50544	8891
2126	50566	8867
2127	50588	8843
2128	50608	8819
2129	50630	8795
2130	50656	8771
2131	50687	8748
2132	50715	8725
2133	50734	8701
2134	50752	8676
2135	50771	8652
2136	50790	8627
2137	50808	8602
2138	50828	8578
2139	50846	8553
2140	50865	8529
2141	50884	8504
2142	50903	8479
2143	50922	8455
2144	50941	8430
2145	50961	8406
2146	50983	8382
2147	51006	8358
2148	51026	8334
2149	51046	8309
2150	51066	8285
2151	51086	8261
2152	51108	8237
2153	51126	8212
2154	51145	8188
2155	51164	8163
2156	51185	8139
2157	51209	8115
2158	51231	8091
2159	51252	8067
2160	51275	8043
2161	51300	8020
2162	51324	7996
2163	51347	7972
2164	51375	7949
2165	51400	7926
2166	51425	7902
2167	51449	7878
2168	51476	7855
2169	51501	7831
2170	51531	7809
2171	51555	7785
2172	51578	7761
2173	51599	7737
2174	51622	7713
2175	51644	7689
2176	51668	7665
2177	51693	7642
2178	51716	7618
2179	51737	7594
2180	51759	7570
2181	51780	7546
2182	51803	7522
2183	51825	7498
2184	51847	7474
2185	51870	7450
2186	51892	7426
2187	51913	7402
2188	51934	7378
2189	51956	7354
2190	51979	7330
2191	52001	7306
2192	52023	7282
2193	52043	7258
2194	52071	7235
2195	52095	7211
2196	52118	7187
2197	52141	7164
2198	52164	7140
2199	52186	7116
2200	52207	7092
2201	52229	7068
2202	52251	7044
2203	52273	7020
2204	52296	6996
2205	52317	6972
2206	52340	6948
2207	52365	6925
2208	52389	6901
2209	52412	6877
2210	52438	6854
2211	52462	6830
2212	52489	6807
2213	52513	6783
2214	52537	6759
2215	52564	6736
2216	52589	6713
2217	52617	6689
2218	52641	6666
2219	52665	6642
2220	52687	6618
2221	52706	6594
2222	52724	6569
2223	52745	6545
2224	52764	6521
2225	52783	6497
2226	52802	6472
2227	52821	6448
2228	52841	6424
2229	52863	6400
2230	52884	6376
2231	52908	6352
2232	52930	6328
2233	52956	6305
2234	52975	6281
2235	52993	6256
2236	53012	6232
2237	53031	6208
2238	53057	6184
2239	53077	6160
2240	53097	6136
2241	53116	6112
2242	53136	6088
2243	53156	6064
2244	53178	6040
2245	53200	6016
2246	53221	5992
2247	53243	5968
2248	53264	5944
2249	53287	5920
2250	53316	5897
2251	53342	5874
2252	53363	5850
2253	53386	5826
2254	53409	5802
2255	53436	5779
2256	53458	5755
2257	53482	5731
2258	53507	5708
2259	53529	5684
2260	53552	5660
2261	53574	5636
2262	53602	5613
2263	53625	5589
2264	53651	5566
2265	53674	5542
2266	53698	5519
2267	53723	5495
2268	53749	5472
2269	53773	5448
2270	53799	5424
2271	53823	5401
2272	53849	5377
2273	53870	5353
2274	53890	5329
2275	53914	5306
2276	53938	5282
2277	53962	5258
2278	53984	5234
2279	54005	5211
2280	54027	5187
2281	54051	5163
2282	54074	5139
2283	54097	5116
2284	54120	5092
2285	54150	5069
2286	54183	5046
2287	54211	5023
2288	54234	4999
2289	54255	4975
2290	54277	4951
2291	54300	4927
2292	54322	4903
2293	54348	4880
2294	54375	4857
2295	54398	4833
2296	54432	4810
2297	54456	4786
2298	54479	4763
2299	54502	4739
2300	54529	4715
2301	54553	4692
2302	54585	4669
2303	54614	4645
2304	54640	4622
2305	54661	4598
2306	54681	4574
2307	54700	4550
2308	54719	4526
2309	54739	4502
2310	54758	4478
2311	54777	4454
2312	54797	4430
2313	54818	4406
2314	54839	4382
2315	54867	4359
2316	54888	4335
2317	54907	4311
2318	54929	4287
2319	54950	4263
2320	54969	4239
2321	54988	4215
2322	55008	4191
2323	55059	4169
2324	55088	4146
2325	55108	4122
2326	55127	4098
2327	55151	4074
2328	55173	4050
2329	55194	4027
2330	55217	4003
2331	55239	3979
2332	55260	3955
2333	55282	3931
2334	55304	3907
2335	55327	3884
2336	55351	3860
2337	55374	3836
2338	55401	3813
2339	55428	3789
2340	55454	3766
2341	55475	3742
2342	55503	3719
2343	55524	3695
2344	55546	3671
2345	55567	3647
2346	55590	3623
2347	55613	3600
2348	55634	3576
2349	55658	3552
2350	55680	3528
2351	55701	3505
2352	55722	3481
2353	55743	3457
2354	55765	3433
2355	55789	3409
2356	55810	3386
2357	55832	3362
2358	55853	3338
2359	55875	3314
2360	55897	3290
2361	55923	3267
2362	55950	3243
2363	55979	3220
2364	56004	3196
2365	56032	3173
2366	56058	3149
2367	56080	3126
2368	56103	3102
2369	56126	3078
2370	56146	3054
2371	56170	3031
2372	56192	3007
2373	56213	2983
2374	56235	2959
2375	56257	2935
2376	56277	2912
2377	56300	2888
2378	56322	2864
2379	56344	2840
2380	56366	2817
2381	56388	2793
2382	56411	2769
2383	56438	2746
2384	56463	2722
2385	56487	2698
2386	56509	2675
2387	56531	2651
2388	56552	2627
2389	56575	2603
2390	56597	2580
2391	56619	2556
2392	56641	2532
2393	56662	2508
2394	56682	2485
2395	56701	2461
2396	56721	2437
2397	56740	2413
2398	56759	2389
2399	56780	2365
2400	56799	2342
2401	56818	2318
2402	56838	2294
2403	56856	2270
2404	56877	2246
2405	56897	2222
2406	56919	2199
2407	56938	2175
2408	56957	2151
2409	56977	2127
2410	56996	2103
2411	57018	2080
2412	57039	2056
2413	57058	2032
2414	57079	2009
2415	57100	1985
2416	57121	1961
2417	57145	1937
2418	57170	1914
2419	57197	1890
2420	57218	1867
2421	57240	1843
2422	57264	1819
2423	57287	1796
2424	57310	1772
2425	57334	1748
2426	57357	1725
2427	57381	1701
2428	57416	1678
2429	57443	1654
2430	57466	1631
2431	57490	1607
2432	57514	1583
2433	57541	1560
2434	57563	1536
2435	57585	1512
2436	57606	1489
2437	57628	1465
2438	57650	1441
2439	57672	1418
2440	57695	1394
2441	57716	1370
2442	57738	1347
2443	57762	1323
2444	57784	1299
2445	57807	1276
2446	57832	1252
2447	57856	1228
2448	57893	1205
2449	57921	1182
2450	57944	1158
2451	57968	1134
2452	57992	1111
2453	58023	1087
2454	58047	1064
2455	58073	1040
2456	58101	1016
2457	58133	993
2458	58157	969
2459	58178	945
2460	58203	922
2461	58228	898
2462	58252	875
2463	58276	851
2464	58301	827
2465	58327	804
2466	58355	780
2467	58383	756
2468	58407	733
2469	58431	709
2470	58453	686
2471	58475	662
2472	58497	638
2473	58518	614
2474	58542	591
2475	58563	567
2476	58585	543
2477	58608	520
2478	58628	496
2479	58648	472
2480	58667	449
2481	58687	425
2482	58707	401
2483	58729	378
2484	58748	354
2485	58769	330
2486	58788	307
2487	58807	283
2488	58826	259
2489	58844	236
2490	58864	212
2491	58884	189
2492	58905	165
2493	58924	141
2494	58943	118
2495	58963	94
2496	58988	70
2497	59010	47
2498	59029	23
2499	59047	0
