iter	MAE
204	0.555765903
205	0.5552890802
206	0.5548425763
207	0.5542975609
208	0.5537595403
209	0.5532445979
210	0.5528212151
211	0.5522361639
212	0.5517378325
213	0.5513167453
214	0.5506523217
215	0.5500506701
216	0.5494899644
217	0.549025874
218	0.548505396
219	0.5478695028
220	0.5474081979
221	0.5468691327
222	0.5463646462
223	0.5455726992
224	0.5450595113
225	0.5445528302
226	0.5439162181
227	0.5433441575
228	0.5427337058
229	0.5424094243
230	0.5418516883
231	0.5414531733
232	0.5408666271
233	0.5402973406
234	0.5395218678
235	0.5387722347
236	0.5381498339
237	0.5375449785
238	0.5370716847
239	0.5365312769
240	0.5359611107
241	0.5354956139
242	0.534995218
243	0.5345542552
244	0.5341037951
245	0.5335544334
246	0.5328711652
247	0.5321472068
248	0.5316178864
249	0.5307647114
250	0.5302951669
251	0.5296661992
252	0.5291498398
253	0.5288152789
254	0.5282019688
255	0.5276097766
256	0.5271280971
257	0.5264951551
258	0.5260108689
259	0.5254818054
260	0.524978811
261	0.524666339
262	0.5241796631
263	0.5237266857
264	0.5231859509
265	0.5227320022
266	0.5221018442
267	0.5214650482
268	0.5210024798
269	0.5201953116
270	0.5196565754
271	0.5190983844
272	0.5184466819
273	0.5180189041
274	0.5173921226
275	0.5168057188
276	0.5162562978
277	0.5156209032
278	0.5150466111
279	0.514681011
280	0.5140243603
281	0.5135077448
282	0.5130495992
283	0.5124263971
284	0.5118947113
285	0.5114121481
286	0.5108781958
287	0.5101345705
288	0.509527366
289	0.5091954483
290	0.5086861211
291	0.5080312497
292	0.5073929036
293	0.5069093769
294	0.5062546448
295	0.5057035495
296	0.5051981466
297	0.504817515
298	0.5043845974
299	0.5035740148
300	0.5031166093
301	0.5024660429
302	0.501913396
303	0.5013915829
304	0.5008895032
305	0.5002683182
306	0.4997617003
307	0.4992966859
308	0.4987194019
309	0.4982382729
310	0.4977746038
311	0.4972027369
312	0.4966863221
313	0.4960923963
314	0.4955627601
315	0.4950152698
316	0.4943308582
317	0.4936260731
318	0.4930967812
319	0.4924728144
320	0.491930508
321	0.4915235709
322	0.4909181927
323	0.4904462899
324	0.4899036982
325	0.489500652
326	0.4891019474
327	0.4886006933
328	0.4881679675
329	0.4878299225
330	0.487243486
331	0.4867561012
332	0.4863355337
333	0.4858793075
334	0.4855236072
335	0.48508255
336	0.4845427739
337	0.4840441211
338	0.4834882402
339	0.4829688944
340	0.4825294317
341	0.4819226047
342	0.4815235608
343	0.481092241
344	0.4806531564
345	0.4801263588
346	0.4797313774
347	0.4793201801
348	0.4789791953
349	0.4785956715
350	0.4781115982
351	0.4775587724
352	0.4770960966
353	0.4766599049
354	0.4760582626
355	0.4756259633
356	0.4752278054
357	0.474854013
358	0.4743698243
359	0.4738557511
360	0.4733424188
361	0.4730265334
362	0.4725119278
363	0.4720643295
364	0.4715399212
365	0.4710635265
366	0.470572264
367	0.4701615042
368	0.4697136397
369	0.4691744551
370	0.4686060395
371	0.4682313606
372	0.4677339076
373	0.4672755071
374	0.4668669268
375	0.4663326758
376	0.4658102131
377	0.4655470994
378	0.4651705956
379	0.46476798
380	0.4643010098
381	0.463692724
382	0.4633331767
383	0.4631166002
384	0.4626484143
385	0.4623138619
386	0.4618178971
387	0.4614457364
388	0.4610848061
389	0.4606314084
390	0.460302684
391	0.4598136569
392	0.4593754381
393	0.4588617468
394	0.4585509515
395	0.4580357148
396	0.4575623553
397	0.4570730655
398	0.4566301336
399	0.4562245291
400	0.4559156133
401	0.4554688336
402	0.4551965885
403	0.454810225
404	0.4544063327
405	0.4540194997
406	0.4536983908
407	0.4533301795
408	0.4529035187
409	0.4525161437
410	0.4521759389
411	0.4517483124
412	0.4513513982
413	0.4509517492
414	0.4504813487
415	0.4500639296
416	0.4496941534
417	0.449312503
418	0.4489484773
419	0.4485750557
420	0.448156547
421	0.4476606606
422	0.4474175487
423	0.4470739189
424	0.446724579
425	0.4462926621
426	0.4459025947
427	0.4455242844
428	0.4450677066
429	0.4447038346
430	0.4443646411
431	0.4439037274
432	0.4434101318
433	0.4430232773
434	0.4425433906
435	0.4422404359
436	0.4419603939
437	0.4416891982
438	0.4412431013
439	0.4408565915
440	0.4405520581
441	0.4400564073
442	0.4396823915
443	0.4393401993
444	0.4389914255
445	0.4387505646
446	0.4384265479
447	0.4379833608
448	0.4378197689
449	0.4374613917
450	0.4371000129
451	0.4368455568
452	0.4365830134
453	0.4362784895
454	0.4359787597
455	0.4355207801
456	0.4351665792
457	0.4349083809
458	0.4346067468
459	0.4342980889
460	0.4340119406
461	0.4336477451
462	0.4333854423
463	0.4331284749
464	0.4327684189
465	0.4323887474
466	0.4320693738
467	0.4317170752
468	0.4314682292
469	0.4310874517
470	0.4306185173
471	0.4302375015
472	0.4299262834
473	0.4295700166
474	0.4291793501
475	0.4288230565
476	0.4285451112
477	0.4282610722
478	0.427907442
479	0.4275314649
480	0.4272816791
481	0.4268813799
482	0.4265699489
483	0.426149681
484	0.4256988995
485	0.4253935462
486	0.4251298034
487	0.4248285343
488	0.4245351947
489	0.4242604515
490	0.4239287554
491	0.4237388787
492	0.4233822237
493	0.4231236795
494	0.4227617664
495	0.4225703166
496	0.4222589231
497	0.4219867112
498	0.4217556884
499	0.4214915796
500	0.421221534
501	0.4210188288
502	0.4206455787
503	0.4203771115
504	0.4200793688
505	0.419813609
506	0.4194546002
507	0.4192105691
508	0.4188605453
509	0.4186003561
510	0.4183031358
511	0.4179292465
512	0.4176867901
513	0.4173099922
514	0.4170128222
515	0.4167724626
516	0.4165168622
517	0.4161100508
518	0.4159756184
519	0.415548155
520	0.4151996818
521	0.41478513
522	0.4145058358
523	0.4141417729
524	0.4137519559
525	0.4134715361
526	0.4131979952
527	0.4129708884
528	0.4126238176
529	0.4122654089
530	0.4119147029
531	0.4116533856
532	0.4113412978
533	0.4111490731
534	0.4108593609
535	0.4105535279
536	0.410262241
537	0.4099202442
538	0.4096459724
539	0.4094494853
540	0.4091801721
541	0.4089547435
542	0.4086479696
543	0.4083631935
544	0.4081174695
545	0.4077952572
546	0.4075409573
547	0.4073870833
548	0.4070677385
549	0.4068182577
550	0.4065885047
551	0.4063807999
552	0.406076574
553	0.405823013
554	0.4056319343
555	0.4053914113
556	0.4050738773
557	0.4047273089
558	0.4044845226
559	0.4041880192
560	0.4038504364
561	0.4035488415
562	0.4032380783
563	0.4029627209
564	0.4026830157
565	0.4023962605
566	0.402110188
567	0.4017894656
568	0.4015650224
569	0.4013027805
570	0.4009907281
571	0.4007169409
572	0.4004184532
573	0.4000539861
574	0.3998320413
575	0.3996094491
576	0.3994379531
577	0.3992078175
578	0.3990407321
579	0.3988031644
580	0.3985204808
581	0.398272855
582	0.3979831967
583	0.3976629666
584	0.3973999955
585	0.3971782777
586	0.3968929557
587	0.3966967162
588	0.3964284859
589	0.3962031472
590	0.3960019363
591	0.395716463
592	0.3954339311
593	0.3951768764
594	0.3948833351
595	0.3946114415
596	0.3943518355
597	0.3939953316
598	0.3937969895
599	0.3934840173
600	0.3931788589
601	0.3928879341
602	0.3926421817
603	0.3924531791
604	0.3921990247
605	0.3919436343
606	0.3917171018
607	0.3914359331
608	0.3911433664
609	0.3908550737
610	0.3906018773
611	0.3903354575
612	0.3900455665
613	0.3897887747
614	0.3895737148
615	0.3892948088
616	0.3890723519
617	0.3887459295
618	0.3885975619
619	0.388350916
620	0.3881743506
621	0.3879659308
622	0.3876965983
623	0.3874869908
624	0.3872218232
625	0.3869762217
626	0.3867566034
627	0.3865005549
628	0.386288796
629	0.3860425655
630	0.3857623939
631	0.3855288136
632	0.3852198409
633	0.38503644
634	0.3848523493
635	0.3846671615
636	0.3844595324
637	0.3842885243
638	0.3839855823
639	0.3838300396
640	0.3835713866
641	0.3833637701
642	0.383185585
643	0.3829268947
644	0.3826310418
645	0.3824432574
646	0.3822600512
647	0.3820025215
648	0.3818026351
649	0.3816129807
650	0.3814461638
651	0.3812431028
652	0.3809689693
653	0.3807843511
654	0.3805797692
655	0.380362371
656	0.3802048991
657	0.38003693
658	0.3798280029
659	0.3796055192
660	0.379256741
661	0.3790211787
662	0.3787524026
663	0.3784500625
664	0.3782486861
665	0.3779576892
666	0.3777521478
667	0.3775074344
668	0.3773860846
669	0.3772128458
670	0.3769534122
671	0.3767834848
672	0.3765545068
673	0.3763123588
674	0.3760885698
675	0.3758916418
676	0.3756838138
677	0.3753925629
678	0.3752263239
679	0.3749653937
680	0.3746953196
681	0.3744173166
682	0.374218228
683	0.3739291082
684	0.3737642262
685	0.3735431207
686	0.3733233962
687	0.3730038285
688	0.3727443934
689	0.372510782
690	0.3723396986
691	0.3721454653
692	0.3719124241
693	0.3717069332
694	0.3714532989
695	0.3712739179
696	0.3710854183
697	0.3708543032
698	0.3706116892
699	0.3703925834
700	0.3702061112
701	0.3700641925
702	0.3698810422
703	0.3696515014
704	0.3695335921
705	0.3692663979
706	0.369030289
707	0.3688590829
708	0.3686223655
709	0.3684748247
710	0.368251471
711	0.3680545099
712	0.3678467239
713	0.3676233869
714	0.3674438283
715	0.3672358593
716	0.3670478966
717	0.3667948038
718	0.3665842123
719	0.3664320828
720	0.3661701032
721	0.3659097579
722	0.3657116188
723	0.3655468177
724	0.3653032399
725	0.3651970693
726	0.3649319501
727	0.3647210607
728	0.3645392262
729	0.3642988661
730	0.364126795
731	0.3639207552
732	0.3636952266
733	0.3635909625
734	0.3633990553
735	0.3631797299
736	0.3629515401
737	0.3627257059
738	0.3625218913
739	0.3623295383
740	0.362136124
741	0.3619854857
742	0.3617779464
743	0.3616459366
744	0.3615362053
745	0.36126413
746	0.3610704765
747	0.3608669341
748	0.3607041778
749	0.3605426307
750	0.3602612054
751	0.3600784394
752	0.3599734007
753	0.3597897902
754	0.3596202612
755	0.359443067
756	0.3592826177
757	0.3590561125
758	0.3588694754
759	0.358636928
760	0.3584951374
761	0.3582742045
762	0.3580764675
763	0.3578634607
764	0.3576906057
765	0.3575657649
766	0.3573856186
767	0.3571918267
768	0.357068695
769	0.3568344158
770	0.3566248469
771	0.3564463978
772	0.3561923247
773	0.3559725081
774	0.3558287517
775	0.3556654874
776	0.3554076608
777	0.3552206684
778	0.3550064544
779	0.3548725061
780	0.3546887519
781	0.3545254473
782	0.3543694369
783	0.3540668216
784	0.3539364245
785	0.3537565051
786	0.3536096881
787	0.3534473363
788	0.3533180751
789	0.3531505243
790	0.3529377539
791	0.3527488315
792	0.3525720766
793	0.3524396739
794	0.35223814
795	0.3520675205
796	0.35189039
797	0.3517236961
798	0.3515394072
799	0.3514137623
800	0.3512082533
801	0.3510588466
802	0.3508702948
803	0.3506701593
804	0.3504549017
805	0.3502687837
806	0.3500835957
807	0.3499232466
808	0.349760049
809	0.3495644222
810	0.3493667808
811	0.3491857361
812	0.3490654754
813	0.3488954925
814	0.3487372396
815	0.3485686641
816	0.3484591735
817	0.3482131608
818	0.3480233522
819	0.3478429215
820	0.3476492002
821	0.3475182719
822	0.3473203218
823	0.3471451804
824	0.3469333174
825	0.3467935508
826	0.34660008
827	0.346387775
828	0.3462422782
829	0.345990678
830	0.3459258425
831	0.3456987076
832	0.3455943539
833	0.3453450937
834	0.3452220445
835	0.3450538619
836	0.3449063607
837	0.3447076113
838	0.3444818009
839	0.3443592207
840	0.3441889856
841	0.3439305732
842	0.3437808754
843	0.3436752877
844	0.3434286677
845	0.34326351
846	0.3430446223
847	0.3428797079
848	0.3426870291
849	0.3425500455
850	0.3423915219
851	0.3421617175
852	0.3420923799
853	0.3419812612
854	0.3418451834
855	0.3416244153
856	0.3414571176
857	0.341326969
858	0.3412414526
859	0.3409776499
860	0.3408103249
861	0.340723173
862	0.3405142007
863	0.3403132531
864	0.3401506891
865	0.3400223874
866	0.3398859718
867	0.339719557
868	0.3396132812
869	0.339434829
870	0.3392783477
871	0.3390936826
872	0.3389750847
873	0.3388224937
874	0.3386587203
875	0.3385086509
876	0.3383367333
877	0.3381932156
878	0.3380269811
879	0.337869466
880	0.3377158487
881	0.3375315473
882	0.3373418321
883	0.3371753784
884	0.3370201684
885	0.3368078477
886	0.3366702505
887	0.3365137982
888	0.3363187696
889	0.3361770158
890	0.3360255466
891	0.3358837275
892	0.335791146
893	0.3356269101
894	0.3354482734
895	0.3353087045
896	0.3351881544
897	0.3350474097
898	0.3349262708
899	0.3347470534
900	0.3346254061
901	0.3344985516
902	0.334392141
903	0.3342560973
904	0.3340930748
905	0.3339317436
906	0.3337511227
907	0.3336391068
908	0.3334345256
909	0.3332277971
910	0.3330682466
911	0.3329369928
912	0.3327686921
913	0.3325975085
914	0.3324347691
915	0.3322487518
916	0.3321309296
917	0.3319842163
918	0.3318396493
919	0.3316727626
920	0.3314398728
921	0.3313119522
922	0.3311449015
923	0.3309583723
924	0.3307572327
925	0.3306233722
926	0.3305186255
927	0.3303458565
928	0.3301488154
929	0.3299938184
930	0.329819171
931	0.329705801
932	0.3295473909
933	0.3293572213
934	0.3291723438
935	0.3290579454
936	0.3288600269
937	0.3287248507
938	0.3285596125
939	0.3284019671
940	0.3282663992
941	0.3280855805
942	0.3279185409
943	0.3276904067
944	0.3274913432
945	0.3273719641
946	0.3271904704
947	0.3270002222
948	0.3268533663
949	0.3266717269
950	0.3264634516
951	0.3263166506
952	0.3261330156
953	0.3259759552
954	0.3258761677
955	0.3256960091
956	0.3255463285
957	0.3254040701
958	0.3252854387
959	0.3251488536
960	0.3250066885
961	0.3249321585
962	0.3247170673
963	0.3245651006
964	0.3244119593
965	0.3243279558
966	0.3242063749
967	0.3240197699
968	0.3238566573
969	0.3237501141
970	0.3236197653
971	0.3234212647
972	0.323203904
973	0.32311053
974	0.322930721
975	0.3227378114
976	0.3226227932
977	0.3225134131
978	0.322386709
979	0.3222255865
980	0.3221065327
981	0.321929478
982	0.3218056036
983	0.3217052075
984	0.3215218119
985	0.3213752422
986	0.3212898761
987	0.3211495989
988	0.3209792895
989	0.3208573956
990	0.320718712
991	0.3205161904
992	0.3203880799
993	0.3202402522
994	0.3200786826
995	0.3199438691
996	0.3197930216
997	0.3196151801
998	0.3194270796
999	0.3193306284
1000	0.3192580521
1001	0.3191335677
1002	0.3189756738
1003	0.3188357662
1004	0.3187451353
1005	0.3186392283
1006	0.3185281442
1007	0.318371846
1008	0.3181768298
1009	0.3180922105
1010	0.3179402177
1011	0.3178008512
1012	0.3176959629
1013	0.317540233
1014	0.3174404862
1015	0.3173180426
1016	0.3171571766
1017	0.3170434286
1018	0.3169259934
1019	0.3167913944
1020	0.3166511244
1021	0.3165233573
1022	0.3163501991
1023	0.316279244
1024	0.3161440159
1025	0.3160257791
1026	0.3159141388
1027	0.3157350756
1028	0.3156451055
1029	0.3154954494
1030	0.315323749
1031	0.3152282581
1032	0.3151220217
1033	0.3150110619
1034	0.3148815145
1035	0.3147785851
1036	0.3146136108
1037	0.3143879193
1038	0.3142856499
1039	0.314171764
1040	0.3140561195
1041	0.3139464979
1042	0.313837151
1043	0.3137177755
1044	0.3135670873
1045	0.3133388576
1046	0.3132348292
1047	0.3131087675
1048	0.3130214086
1049	0.3129094034
1050	0.3127627681
1051	0.3126351105
1052	0.3125134579
1053	0.3123821489
1054	0.3122676928
1055	0.3121359577
1056	0.3120221482
1057	0.3118973678
1058	0.311737126
1059	0.3116276485
1060	0.3114917106
1061	0.311376186
1062	0.311325412
1063	0.3112200947
1064	0.3111002763
1065	0.3109569018
1066	0.3108140593
1067	0.3107544787
1068	0.310672723
1069	0.3105443237
1070	0.3103824609
1071	0.3102764095
1072	0.3101221032
1073	0.3099295165
1074	0.3098219496
1075	0.3097458259
1076	0.3096287549
1077	0.3094933963
1078	0.3093480208
1079	0.3092193879
1080	0.3091330164
1081	0.3089964761
1082	0.3088756046
1083	0.3086485027
1084	0.3084906263
1085	0.3083743337
1086	0.308261145
1087	0.3081374778
1088	0.3080398742
1089	0.3078814882
1090	0.307723898
1091	0.3076002071
1092	0.3075015868
1093	0.3073001089
1094	0.3071645242
1095	0.3069905881
1096	0.3068320752
1097	0.3066588035
1098	0.3065533287
1099	0.3064245116
1100	0.3063508379
1101	0.3062442319
1102	0.3061000775
1103	0.305968678
1104	0.3058102855
1105	0.3057107071
1106	0.3056402716
1107	0.3054825204
1108	0.305397079
1109	0.305278229
1110	0.3051926376
1111	0.3050840499
1112	0.3049857341
1113	0.3048927829
1114	0.3047259978
1115	0.3046050288
1116	0.3045060111
1117	0.3043529477
1118	0.3042061415
1119	0.3040799503
1120	0.3038241722
1121	0.3036921046
1122	0.3035732796
1123	0.3034220593
1124	0.3032701192
1125	0.3031385056
1126	0.3029742528
1127	0.3028861744
1128	0.3027590635
1129	0.3026484752
1130	0.3024519113
1131	0.3023115358
1132	0.3022131964
1133	0.3020983177
1134	0.3020188335
1135	0.3019093558
1136	0.3017527225
1137	0.3016526902
1138	0.3015169869
1139	0.3013532635
1140	0.3011992089
1141	0.3010752899
1142	0.3009015748
1143	0.300781807
1144	0.3006729162
1145	0.3005800707
1146	0.3004909497
1147	0.3003910609
1148	0.3002683593
1149	0.3001408432
1150	0.3000656517
1151	0.2999257694
1152	0.2998072181
1153	0.2996887973
1154	0.2996077488
1155	0.2995028806
1156	0.2993653175
1157	0.2992850511
1158	0.2991447983
1159	0.2990099278
1160	0.2989020686
1161	0.2988370827
1162	0.2987429867
1163	0.2986247009
1164	0.2984439349
1165	0.2983527219
1166	0.2981900829
1167	0.2980608347
1168	0.2978918318
1169	0.2977808543
1170	0.2976595605
1171	0.2975557704
1172	0.2974411057
1173	0.2973383334
1174	0.2972572955
1175	0.2970857269
1176	0.2969442691
1177	0.2967303002
1178	0.2966039147
1179	0.2965108073
1180	0.2964392325
1181	0.296310148
1182	0.2962223656
1183	0.2961519098
1184	0.2960190901
1185	0.2959567845
1186	0.2958755956
1187	0.2957496467
1188	0.2955875174
1189	0.2954658962
1190	0.2953804655
1191	0.2952879401
1192	0.2951844726
1193	0.295052486
1194	0.2949537382
1195	0.2948488651
1196	0.2947672655
1197	0.2946675994
1198	0.2945281542
1199	0.2944707533
1200	0.2943804482
1201	0.2942510461
1202	0.2941529329
1203	0.2940377077
1204	0.2938922546
1205	0.2937351877
1206	0.2936409967
1207	0.293566206
1208	0.2934573826
1209	0.2933304816
1210	0.2932368069
1211	0.2930851857
1212	0.2929922851
1213	0.2928811986
1214	0.292709214
1215	0.2925833491
1216	0.292497335
1217	0.2924147081
1218	0.2922908003
1219	0.2921812852
1220	0.292100156
1221	0.2920109708
1222	0.2919141039
1223	0.2918385343
1224	0.2917056055
1225	0.2915957916
1226	0.2915040788
1227	0.291413252
1228	0.2913360402
1229	0.2912638694
1230	0.2911781823
1231	0.2910809144
1232	0.2909473744
1233	0.2908389341
1234	0.2907599389
1235	0.2906579117
1236	0.29060968
1237	0.2904830334
1238	0.2903861515
1239	0.2902700164
1240	0.290186442
1241	0.2901165227
1242	0.2900491468
1243	0.28994887
1244	0.2898737
1245	0.2897953681
1246	0.2897002024
1247	0.2895727344
1248	0.289398038
1249	0.2893018305
1250	0.2892175956
1251	0.2890810607
1252	0.2890064831
1253	0.288868528
1254	0.2887724548
1255	0.2886419307
1256	0.2885056787
1257	0.2884246106
1258	0.288366843
1259	0.2882606244
1260	0.2881209701
1261	0.2880180909
1262	0.2878994098
1263	0.2877981745
1264	0.2876949304
1265	0.2876064848
1266	0.2875082061
1267	0.2874044344
1268	0.287321976
1269	0.2872142112
1270	0.2870867448
1271	0.2869886054
1272	0.2869004863
1273	0.2867946299
1274	0.2867079109
1275	0.2866182543
1276	0.2865178392
1277	0.2864644536
1278	0.2863613066
1279	0.2862375984
1280	0.2861155197
1281	0.2860388826
1282	0.2859655771
1283	0.2858465339
1284	0.2857438799
1285	0.2856594564
1286	0.2855573534
1287	0.2854545826
1288	0.2853606572
1289	0.2852048552
1290	0.2850887832
1291	0.2849843459
1292	0.2848702952
1293	0.2848218925
1294	0.2847377382
1295	0.2846754361
1296	0.2845546792
1297	0.2844935137
1298	0.2844291361
1299	0.2842868434
1300	0.2841616345
1301	0.2839768312
1302	0.2838603303
1303	0.2838003219
1304	0.2836928147
1305	0.2835983368
1306	0.2835288856
1307	0.2833975339
1308	0.2832328944
1309	0.2830770208
1310	0.2829675007
1311	0.2828928905
1312	0.2827660445
1313	0.2826679807
1314	0.2825834573
1315	0.2825378021
1316	0.2824366431
1317	0.2823746927
1318	0.2822231233
1319	0.2821266145
1320	0.2820410664
1321	0.2819515718
1322	0.2818729727
1323	0.2817691785
1324	0.2816348189
1325	0.2815573642
1326	0.2814612411
1327	0.2813684539
1328	0.2812697648
1329	0.2811653073
1330	0.2810895877
1331	0.2809757213
1332	0.2808949159
1333	0.2808124822
1334	0.2807309544
1335	0.2806812567
1336	0.2805503808
1337	0.2804315179
1338	0.2803201085
1339	0.2802760578
1340	0.2802053156
1341	0.2801416684
1342	0.2800887602
1343	0.2799143779
1344	0.2798472845
1345	0.2796823692
1346	0.2796299397
1347	0.2795574906
1348	0.2794557539
1349	0.2793649763
1350	0.2793057783
1351	0.2792034093
1352	0.2790527278
1353	0.2789540155
1354	0.2788562777
1355	0.2787220503
1356	0.2786536207
1357	0.2785958497
1358	0.278493201
1359	0.2784300138
1360	0.2783876991
1361	0.2782912593
1362	0.2782085807
1363	0.2781308898
1364	0.2780403382
1365	0.2779512026
1366	0.2778950162
1367	0.2777920766
1368	0.2776981047
1369	0.2776086937
1370	0.2775347716
1371	0.2774477897
1372	0.277382459
1373	0.2773221422
1374	0.2772452064
1375	0.2771547044
1376	0.277070842
1377	0.2769597361
1378	0.2768642531
1379	0.2767738353
1380	0.2767084793
1381	0.2766396852
1382	0.276512566
1383	0.2764098694
1384	0.2763006948
1385	0.2762092953
1386	0.2761413392
1387	0.2760644867
1388	0.2759687521
1389	0.2757921054
1390	0.2757070136
1391	0.2756168796
1392	0.2754854437
1393	0.2754340694
1394	0.2753199461
1395	0.2752344726
1396	0.2751380084
1397	0.2750382179
1398	0.2749659988
1399	0.2749234689
1400	0.274815858
1401	0.2747029818
1402	0.2746635836
1403	0.2745857007
1404	0.2744883523
1405	0.2743951022
1406	0.2742755533
1407	0.2741797034
1408	0.2741226771
1409	0.2740448388
1410	0.2739791247
1411	0.2738801736
1412	0.2737608097
1413	0.2737034225
1414	0.2735912141
1415	0.2735197117
1416	0.2734496624
1417	0.2733847885
1418	0.273256919
1419	0.2731661913
1420	0.2729834285
1421	0.2729308356
1422	0.2728201705
1423	0.2727389398
1424	0.2726637567
1425	0.2725614986
1426	0.2725200807
1427	0.2724212239
1428	0.2723063117
1429	0.2722379639
1430	0.2721234074
1431	0.2720696029
1432	0.2719547373
1433	0.2718959047
1434	0.2718510234
1435	0.2717202246
1436	0.2715746105
1437	0.2714589181
1438	0.2713616401
1439	0.271277586
1440	0.2711817163
1441	0.2710739231
1442	0.2709934019
1443	0.270921951
1444	0.2708088441
1445	0.2707347053
1446	0.2706196823
1447	0.2705497831
1448	0.2704646699
1449	0.270385606
1450	0.2703291129
1451	0.270299706
1452	0.2702302661
1453	0.2701409533
1454	0.270074667
1455	0.2699649061
1456	0.2698528278
1457	0.2696911824
1458	0.2695915551
1459	0.2694969875
1460	0.2693982999
1461	0.2693361641
1462	0.2692882178
1463	0.2691858875
1464	0.2690936534
1465	0.2690344407
1466	0.2689662583
1467	0.268883476
1468	0.2687754515
1469	0.2687115306
1470	0.2686161615
1471	0.2685415873
1472	0.268473802
1473	0.2683773887
1474	0.2683175316
1475	0.26822109
1476	0.2681545497
1477	0.2680479124
1478	0.2679504715
1479	0.2678979874
1480	0.2678177748
1481	0.2677097536
1482	0.2676321774
1483	0.2675391503
1484	0.267463969
1485	0.2673906499
1486	0.2673224889
1487	0.267214873
1488	0.2671623693
1489	0.2670599079
1490	0.2670211765
1491	0.2669262382
1492	0.2668502807
1493	0.2667094406
1494	0.2666574872
1495	0.2665394739
1496	0.2664842848
1497	0.266427145
1498	0.2663395879
1499	0.2662309284
1500	0.2661670211
1501	0.2661002228
1502	0.2660128999
1503	0.2659293312
1504	0.2658459934
1505	0.2657323562
1506	0.2656392617
1507	0.2655855416
1508	0.2655123057
1509	0.2654574372
1510	0.2653978905
1511	0.2652710667
